Player_Name,Player_Type,Role,Runs,Balls_Faced,Strike_Rate,Opponent_Team,Opponent_Bowler,Bowler_Type,Bowler_Variation,Ball_Line,Ball_Length,How_Out,Ground,Country,Ground_Type,Ground_Dimensions,Pitch_Type,Weather,Shot_Strength,Weakness
Kusal mendis,Batsman,3,34,34,100.0,Bangladesh,Hasan Mahmud,Right Arm Fast,Slower Ball,Leg stump,Short,Bowled,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Hot,Short Ball,Left Arm Medium
Kusal mendis,Batsman,3,4,7,57.14,England,Archer,Right Arm Fast,Slower Ball,Off stump,Good length,Stumped,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Dry,Pace,Right Arm Mystery
Kusal mendis,Batsman,3,0,6,0.0,Pakistan,Shadab,Right Arm Leg Spin,Googly,Leg stump,Full,Stumped,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Cloudy,Pace,Left Arm Fast
Charith Asalanka,All-rounder,5,13,27,48.14,Bangladesh,Tanzim,Right Arm Fast,Yorker,Off stump,Full,Stumped,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Cloudy,Short Ball,Right Arm Off Spin
Charith Asalanka,All-rounder,5,62,92,67.39,India,Kuldeep,Left Arm Wrist Spin,Flipper,Wide,Bouncer,Caught,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Hot,Pace,Right Arm Leg Spin
Charith Asalanka,All-rounder,5,37,46,80.43,India,Bumrah,Right Arm Fast,Bouncer,Wide,Good length,Not Out,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Pace,Left Arm Wrist Spin
Sadeera samarawickrama,Batsman,2,35,34,102.94,South Africa,Ngidi,Right Arm Fast,Yorker,Wide,Bouncer,Caught,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Hot,Short Ball,Right Arm Mystery
Dananjaya De Silva,All-rounder,7,0,6,0.0,India,Bishnoi,Right Arm Leg Spin,Slider,Wide,Good length,Run Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,Short Ball,Left Arm Chinaman
Sadeera samarawickrama,Batsman,4,54,77,70.12,South Africa,Fortuin,Left Arm Orthodox,Drift,Wide,Bouncer,Not Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Dry,On-side,Right Arm Fast
Dananjaya De Silva,All-rounder,6,14,13,107.69,South Africa,Shamsi,Left Arm Chinaman,Slider,Leg stump,Good length,Run Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,On-side,Left Arm Fast
Pathum Nissanka,Batsman,1,14,13,107.69,England,Wood,Right Arm Fast,Bouncer,Leg stump,Yorker,Caught,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,On-side,Right Arm Off Spin
Kusal mendis,Batsman,3,67,95,70.52,India,Bumrah,Right Arm Fast,Yorker,Off stump,Short,Stumped,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,On-side,Left Arm Chinaman
Charith Asalanka,All-rounder,5,8,8,100.0,India,Kuldeep,Left Arm Wrist Spin,Googly,Middle stump,Full,Stumped,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Dry,Pace,Right Arm Fast
Sadeera samarawickrama,Batsman,4,8,8,100.0,England,Livingstone,Right Arm Off Spin,Arm Ball,Leg stump,Good length,Bowled,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,Off-side,Left Arm Orthodox
Avishka Fernando,Batsman,2,40,62,64.51,England,Archer,Right Arm Fast,Slower Ball,Leg stump,Yorker,Run Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Cloudy,Short Ball,Left Arm Wrist Spin
Kusal mendis,Batsman,3,34,34,100.0,Pakistan,Nawaz,Left Arm Orthodox,Drift,Leg stump,Short,Caught,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Humid,Pace,Left Arm Wrist Spin
Kusal mendis,Batsman,3,54,48,112.5,England,Topley,Left Arm Medium,Swing,Leg stump,Good length,Bowled,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Humid,Spin,Left Arm Fast
Kusal mendis,Batsman,4,31,34,91.17,Pakistan,Rauf,Right Arm Fast,Yorker,Wide,Good length,Bowled,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,Pace,Right Arm Fast
Dananjaya De Silva,All-rounder,5,11,20,55.0,South Africa,Hendricks,Left Arm Medium,Swing,Wide,Bouncer,Bowled,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Hot,Spin,Left Arm Chinaman
Kusal mendis,Batsman,4,4,6,66.66,Bangladesh,Ebadot,Right Arm Fast,Bouncer,Middle stump,Short,Bowled,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,Pace,Right Arm Off Spin
Kusal mendis,Batsman,3,20,22,90.9,England,Livingstone,Right Arm Off Spin,Off Break,Wide,Good length,LBW,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Humid,Spin,Right Arm Medium
Dananjaya De Silva,All-rounder,6,40,77,51.94,Bangladesh,Mehidy,Right Arm Off Spin,Arm Ball,Middle stump,Short,Caught,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Dry,Pace,Right Arm Mystery
Charith Asalanka,All-rounder,5,8,8,100.0,Australia,Maxwell,Right Arm Off Spin,Arm Ball,Leg stump,Good length,Caught,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Humid,Off-side,Left Arm Chinaman
Avishka Fernando,Batsman,3,2,2,100.0,South Africa,Nortje,Right Arm Fast,Slower Ball,Middle stump,Good length,Stumped,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Dry,On-side,Right Arm Medium
Charith Asalanka,All-rounder,5,77,71,108.45,Pakistan,Abrar,Right Arm Mystery,Carrom Ball,Leg stump,Good length,Not Out,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Cloudy,Pace,Left Arm Fast
Pathum Nissanka,Batsman,1,36,28,128.57,South Africa,Phehlukwayo,Right Arm Medium,Knuckle Ball,Leg stump,Short,Stumped,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Dry,On-side,Left Arm Chinaman
Dananjaya De Silva,All-rounder,6,44,80,55.0,India,Hardik,Right Arm Medium,Knuckle Ball,Leg stump,Full,Caught,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Spin,Left Arm Wrist Spin
Charith Asalanka,All-rounder,5,10,23,43.47,Bangladesh,Taskin,Right Arm Fast,Bouncer,Off stump,Good length,Not Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Humid,Pace,Left Arm Fast
Pathum Nissanka,Batsman,1,36,28,128.57,Pakistan,Abrar,Right Arm Mystery,Carrom Ball,Middle stump,Short,Caught,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,Short Ball,Right Arm Mystery
Kusal mendis,Batsman,3,0,1,0.0,Bangladesh,Mehidy,Right Arm Off Spin,Off Break,Wide,Good length,Caught,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,Pace,Right Arm Leg Spin
Avishka Fernando,Batsman,1,6,14,42.85,Pakistan,Wasim Jr,Left Arm Medium,Cutter,Middle stump,Yorker,Run Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,Short Ball,Right Arm Off Spin
Kusal mendis,Batsman,3,26,40,65.0,Bangladesh,Shakib,Left Arm Orthodox,Drift,Middle stump,Full,LBW,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Cloudy,On-side,Right Arm Off Spin
Pathum Nissanka,Batsman,1,45,65,69.23,Bangladesh,Taskin,Right Arm Fast,Slower Ball,Wide,Good length,Not Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Dry,Off-side,Right Arm Off Spin
Kusal mendis,Batsman,3,76,42,180.95,Australia,Ellis,Right Arm Fast,Bouncer,Middle stump,Good length,Caught,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Cloudy,On-side,Right Arm Fast
Pathum Nissanka,Batsman,1,1,8,12.5,India,Shami,Right Arm Fast,Slower Ball,Leg stump,Bouncer,Not Out,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Dry,Spin,Right Arm Off Spin
Pathum Nissanka,Batsman,1,6,20,30.0,Bangladesh,Taskin,Right Arm Fast,Slower Ball,Middle stump,Bouncer,Not Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,Off-side,Left Arm Fast
Dananjaya De Silva,All-rounder,7,0,6,0.0,India,Hardik,Right Arm Medium,Knuckle Ball,Off stump,Bouncer,Bowled,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Hot,Short Ball,Right Arm Medium
Oshada fernando,Batsman,4,1,14,7.14,South Africa,Ngidi,Right Arm Fast,Slower Ball,Off stump,Full,Run Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,Off-side,Right Arm Medium
Kusal mendis,Batsman,4,21,42,50.0,Australia,Stoinis,Right Arm Medium,Knuckle Ball,Middle stump,Bouncer,Bowled,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Cloudy,Off-side,Left Arm Wrist Spin
Sadeera samarawickrama,Batsman,4,54,77,70.12,India,Chahal,Right Arm Leg Spin,Googly,Off stump,Good length,Stumped,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,Off-side,Left Arm Chinaman
Charith Asalanka,All-rounder,5,37,42,88.09,Bangladesh,Hasan Mahmud,Right Arm Fast,Yorker,Wide,Full,Bowled,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Hot,Pace,Right Arm Off Spin
Kusal mendis,Batsman,3,19,17,111.76,South Africa,Maharaj,Left Arm Orthodox,Arm Ball,Off stump,Full,Run Out,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Cloudy,Spin,Right Arm Fast
Avishka Fernando,Batsman,3,2,2,100.0,England,Woakes,Right Arm Medium,Slower Ball,Leg stump,Full,Bowled,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Cloudy,Spin,Right Arm Mystery
Avishka Fernando,Batsman,2,0,2,0.0,Bangladesh,Tanzim,Right Arm Fast,Yorker,Wide,Yorker,Stumped,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Cloudy,On-side,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,5,6,27,22.22,Bangladesh,Taskin,Right Arm Fast,Bouncer,Leg stump,Good length,LBW,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Humid,On-side,Left Arm Wrist Spin
Dananjaya De Silva,All-rounder,7,37,63,58.73,South Africa,Magala,Right Arm Fast,Slower Ball,Middle stump,Full,LBW,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Dry,Off-side,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,3,0,7,0.0,South Africa,Maharaj,Left Arm Orthodox,Arm Ball,Off stump,Yorker,Run Out,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,On-side,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,4,3,15,20.0,India,Shami,Right Arm Fast,Yorker,Leg stump,Yorker,Not Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Humid,Off-side,Right Arm Off Spin
Kusal mendis,Batsman,3,29,51,56.86,England,Wood,Right Arm Fast,Yorker,Wide,Bouncer,Bowled,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Cloudy,Off-side,Right Arm Mystery
Pathum Nissanka,Batsman,1,1,6,16.66,Pakistan,Usama Mir,Right Arm Leg Spin,Googly,Middle stump,Short,Bowled,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,Short Ball,Left Arm Medium
Sadeera samarawickrama,Batsman,4,1,4,25.0,South Africa,Nortje,Right Arm Fast,Yorker,Wide,Good length,Bowled,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Humid,Spin,Right Arm Medium
Kusal mendis,Batsman,3,29,51,56.86,Pakistan,Shaheen,Left Arm Fast,Swing,Middle stump,Full,Bowled,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Humid,Off-side,Right Arm Mystery
Charith Asalanka,All-rounder,4,10,12,83.33,Pakistan,Abrar,Right Arm Mystery,Carrom Ball,Off stump,Full,Caught,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Dry,On-side,Right Arm Mystery
Pathum Nissanka,Batsman,1,56,62,90.32,Pakistan,Abrar,Right Arm Mystery,Doosra,Leg stump,Bouncer,Not Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Humid,Off-side,Right Arm Mystery
Pathum Nissanka,Batsman,3,8,13,61.53,Australia,Zampa,Right Arm Leg Spin,Topspin,Off stump,Full,Run Out,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Cloudy,Pace,Left Arm Orthodox
Dananjaya De Silva,All-rounder,6,39,50,78.0,Australia,Maxwell,Right Arm Off Spin,Arm Ball,Leg stump,Short,Not Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Dry,Short Ball,Left Arm Wrist Spin
Charith Asalanka,All-rounder,5,72,62,116.12,India,Ashwin,Right Arm Off Spin,Arm Ball,Off stump,Good length,Caught,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Cloudy,On-side,Right Arm Mystery
Kusal mendis,Batsman,3,19,34,55.88,Pakistan,Shadab,Right Arm Leg Spin,Googly,Wide,Full,Run Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Humid,Spin,Left Arm Chinaman
Sadeera samarawickrama,Batsman,4,3,5,60.0,Bangladesh,Taskin,Right Arm Fast,Slower Ball,Leg stump,Yorker,Bowled,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Humid,Off-side,Left Arm Orthodox
Dananjaya De Silva,All-rounder,3,119,219,54.33,Pakistan,Shaheen,Left Arm Fast,Yorker,Middle stump,Short,Not Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,On-side,Right Arm Leg Spin
Kusal mendis,Batsman,3,56,22,254.54,India,Bumrah,Right Arm Fast,Slower Ball,Off stump,Bouncer,Stumped,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,Short Ball,Right Arm Leg Spin
Avishka Fernando,Batsman,1,29,27,107.4,Australia,Head,Right Arm Off Spin,Arm Ball,Leg stump,Bouncer,LBW,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,Spin,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,6,22,34,64.7,England,Curran,Left Arm Medium,Cutter,Leg stump,Short,Bowled,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Cloudy,Pace,Right Arm Mystery
Dananjaya De Silva,All-rounder,5,11,20,55.0,England,Willey,Left Arm Medium,Swing,Wide,Good length,Stumped,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,Spin,Left Arm Chinaman
Dananjaya De Silva,All-rounder,6,39,50,78.0,India,Shami,Right Arm Fast,Slower Ball,Middle stump,Yorker,Stumped,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,Spin,Right Arm Mystery
Dananjaya De Silva,All-rounder,5,1,19,5.26,India,Shami,Right Arm Fast,Bouncer,Wide,Full,Stumped,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Cloudy,Short Ball,Left Arm Wrist Spin
Charith Asalanka,All-rounder,5,13,12,108.33,Australia,Ellis,Right Arm Fast,Yorker,Wide,Good length,Bowled,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Humid,Spin,Left Arm Wrist Spin
Kusal mendis,Batsman,3,0,6,0.0,South Africa,Ngidi,Right Arm Fast,Slower Ball,Off stump,Yorker,Not Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Cloudy,Pace,Right Arm Medium
Charith Asalanka,All-rounder,5,10,23,43.47,Bangladesh,Ebadot,Right Arm Fast,Slower Ball,Middle stump,Bouncer,Run Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Humid,Spin,Right Arm Fast
Charith Asalanka,All-rounder,5,3,11,27.27,England,Livingstone,Right Arm Off Spin,Off Break,Wide,Good length,Caught,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,Spin,Left Arm Wrist Spin
Dananjaya De Silva,All-rounder,6,0,7,0.0,Australia,Abbott,Right Arm Medium,Slower Ball,Middle stump,Full,LBW,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Cloudy,Short Ball,Left Arm Chinaman
Charith Asalanka,All-rounder,4,1,4,25.0,England,Archer,Right Arm Fast,Slower Ball,Leg stump,Full,Caught,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Dry,Short Ball,Left Arm Chinaman
Avishka Fernando,Batsman,2,1,7,14.28,Pakistan,Usama Mir,Right Arm Leg Spin,Slider,Off stump,Short,Caught,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Pace,Right Arm Leg Spin
Charith Asalanka,All-rounder,5,13,12,108.33,England,Curran,Left Arm Medium,Swing,Middle stump,Short,Not Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Cloudy,On-side,Right Arm Fast
Kusal mendis,Batsman,3,14,21,66.66,England,Jacks,Right Arm Off Spin,Arm Ball,Leg stump,Good length,LBW,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Cloudy,On-side,Left Arm Fast
Charith Asalanka,All-rounder,5,127,126,100.79,South Africa,Ngidi,Right Arm Fast,Yorker,Off stump,Short,Caught,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,Short Ball,Left Arm Wrist Spin
Kusal mendis,Batsman,3,54,48,112.5,Australia,Ellis,Right Arm Fast,Yorker,Wide,Good length,LBW,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Dry,Short Ball,Left Arm Wrist Spin
Avishka Fernando,Batsman,2,5,9,55.55,Bangladesh,Nasum,Left Arm Orthodox,Arm Ball,Leg stump,Bouncer,Run Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Dry,Spin,Left Arm Orthodox
Dananjaya De Silva,All-rounder,7,0,6,0.0,India,Shami,Right Arm Fast,Bouncer,Off stump,Full,Bowled,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Dry,Off-side,Left Arm Fast
Charith Asalanka,All-rounder,3,0,6,0.0,England,Jacks,Right Arm Off Spin,Off Break,Middle stump,Bouncer,LBW,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Dry,Spin,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,3,0,7,0.0,South Africa,Phehlukwayo,Right Arm Medium,Slower Ball,Leg stump,Short,Bowled,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Dry,Pace,Left Arm Fast
Pathum Nissanka,Batsman,1,40,60,66.66,Bangladesh,Mehidy,Right Arm Off Spin,Off Break,Wide,Good length,Bowled,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Cloudy,Pace,Right Arm Mystery
Sadeera samarawickrama,Batsman,5,0,1,0.0,Pakistan,Shaheen,Left Arm Fast,Yorker,Middle stump,Bouncer,Not Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Hot,On-side,Left Arm Medium
Charith Asalanka,All-rounder,5,1,24,4.16,Australia,Maxwell,Right Arm Off Spin,Arm Ball,Leg stump,Yorker,LBW,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Cloudy,On-side,Left Arm Fast
Kusal mendis,Batsman,3,1,10,10.0,Bangladesh,Shakib,Left Arm Orthodox,Arm Ball,Middle stump,Bouncer,Stumped,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,Pace,Left Arm Chinaman
Dananjaya De Silva,All-rounder,7,129,280,46.07,Pakistan,Shaheen,Left Arm Fast,Yorker,Off stump,Yorker,Bowled,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,On-side,Right Arm Leg Spin
Kusal mendis,Batsman,3,33,36,91.66,Bangladesh,Taijul,Left Arm Orthodox,Arm Ball,Leg stump,Yorker,Bowled,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,Spin,Right Arm Mystery
Kusal mendis,Batsman,4,30,37,81.08,India,Hardik,Right Arm Medium,Knuckle Ball,Wide,Short,Not Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Humid,On-side,Right Arm Leg Spin
Kusal mendis,Batsman,4,5,14,35.71,Pakistan,Nawaz,Left Arm Orthodox,Arm Ball,Wide,Good length,LBW,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Hot,On-side,Left Arm Fast
Kusal mendis,Batsman,3,5,21,23.8,Pakistan,Usama Mir,Right Arm Leg Spin,Slider,Off stump,Yorker,Stumped,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,Short Ball,Right Arm Mystery
Pathum Nissanka,Batsman,1,56,75,74.66,India,Siraj,Right Arm Fast,Bouncer,Middle stump,Yorker,Not Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Dry,Spin,Right Arm Mystery
Dananjaya De Silva,All-rounder,7,36,62,58.06,England,Topley,Left Arm Medium,Cutter,Off stump,Bouncer,Caught,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Dry,Pace,Right Arm Medium
Kusal mendis,Batsman,3,33,36,91.66,England,Moeen,Right Arm Off Spin,Off Break,Leg stump,Bouncer,Caught,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Cloudy,Pace,Left Arm Chinaman
Kusal mendis,Batsman,4,55,48,114.58,England,Curran,Left Arm Medium,Cutter,Leg stump,Yorker,Bowled,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Cloudy,Off-side,Left Arm Fast
Pathum Nissanka,Batsman,1,2,4,50.0,South Africa,Nortje,Right Arm Fast,Yorker,Wide,Yorker,Bowled,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,Short Ball,Right Arm Mystery
Dananjaya De Silva,All-rounder,6,39,50,78.0,India,Chahal,Right Arm Leg Spin,Googly,Middle stump,Yorker,Run Out,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Humid,Off-side,Right Arm Mystery
Dananjaya De Silva,All-rounder,5,1,7,14.28,South Africa,Magala,Right Arm Fast,Yorker,Middle stump,Short,Run Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Dry,Pace,Left Arm Orthodox
Sadeera samarawickrama,Batsman,4,18,12,150.0,India,Thakur,Right Arm Medium,Slower Ball,Leg stump,Full,Stumped,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Short Ball,Left Arm Fast
Pathum Nissanka,Batsman,1,77,83,92.77,Bangladesh,Hasan Mahmud,Right Arm Fast,Yorker,Off stump,Good length,Caught,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,Spin,Right Arm Off Spin
Kusal mendis,Batsman,3,6,7,85.71,Bangladesh,Taijul,Left Arm Orthodox,Arm Ball,Leg stump,Full,LBW,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Cloudy,On-side,Left Arm Wrist Spin
Charith Asalanka,All-rounder,5,9,12,75.0,Bangladesh,Mustafizur,Left Arm Medium,Cutter,Wide,Full,Not Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Humid,Pace,Right Arm Mystery
Charith Asalanka,All-rounder,5,4,3,133.33,Bangladesh,Shoriful,Left Arm Fast,Swing,Middle stump,Yorker,Run Out,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Humid,On-side,Left Arm Wrist Spin
Avishka Fernando,Batsman,1,82,75,109.33,Pakistan,Abrar,Right Arm Mystery,Doosra,Off stump,Good length,Not Out,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,Short Ball,Left Arm Chinaman
Sadeera samarawickrama,Batsman,2,1,7,14.28,England,Archer,Right Arm Fast,Yorker,Off stump,Bouncer,Caught,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Cloudy,Off-side,Left Arm Medium
Oshada fernando,Batsman,5,18,24,75.0,Australia,Maxwell,Right Arm Off Spin,Off Break,Wide,Full,Not Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,Off-side,Right Arm Mystery
Pathum Nissanka,Batsman,1,114,113,100.88,England,Curran,Left Arm Medium,Swing,Off stump,Good length,LBW,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Humid,Spin,Right Arm Fast
Avishka Fernando,Batsman,2,5,12,41.66,Bangladesh,Nasum,Left Arm Orthodox,Drift,Wide,Bouncer,LBW,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Humid,Off-side,Right Arm Medium
Sadeera samarawickrama,Batsman,6,8,17,47.05,England,Livingstone,Right Arm Off Spin,Off Break,Leg stump,Yorker,Caught,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Humid,Off-side,Right Arm Off Spin
Pathum Nissanka,Batsman,1,40,60,66.66,Bangladesh,Nasum,Left Arm Orthodox,Arm Ball,Leg stump,Good length,LBW,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Humid,Pace,Left Arm Chinaman
Kusal mendis,Batsman,4,15,22,68.18,England,Topley,Left Arm Medium,Cutter,Wide,Full,Caught,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,On-side,Left Arm Wrist Spin
Kusal mendis,Batsman,3,74,102,72.54,Pakistan,Dahani,Right Arm Fast,Yorker,Middle stump,Yorker,Run Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Dry,Pace,Left Arm Fast
Avishka Fernando,Batsman,1,127,123,103.25,England,Archer,Right Arm Fast,Slower Ball,Wide,Good length,Not Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Humid,Short Ball,Left Arm Fast
Pathum Nissanka,Batsman,1,57,64,89.06,Bangladesh,Ebadot,Right Arm Fast,Bouncer,Wide,Full,Stumped,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Hot,On-side,Right Arm Mystery
Avishka Fernando,Batsman,1,76,98,77.55,Australia,Abbott,Right Arm Medium,Knuckle Ball,Wide,Good length,Bowled,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Dry,On-side,Left Arm Fast
Dananjaya De Silva,All-rounder,5,1,7,14.28,South Africa,Hendricks,Left Arm Medium,Cutter,Off stump,Full,LBW,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Cloudy,Off-side,Right Arm Fast
Charith Asalanka,All-rounder,5,38,65,58.46,Pakistan,Usama Mir,Right Arm Leg Spin,Googly,Off stump,Bouncer,Not Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,On-side,Left Arm Chinaman
Pathum Nissanka,Batsman,3,8,16,50.0,South Africa,Shamsi,Left Arm Chinaman,Slider,Middle stump,Short,Stumped,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,Off-side,Left Arm Orthodox
Oshada fernando,Batsman,4,2,3,66.66,India,Kuldeep,Left Arm Wrist Spin,Googly,Wide,Yorker,Caught,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Dry,Pace,Left Arm Medium
Kusal mendis,Batsman,3,77,64,120.31,England,Wood,Right Arm Fast,Yorker,Middle stump,Yorker,LBW,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Cloudy,Off-side,Right Arm Mystery
